comment,Label
"Lựa miband 4 mà giao miband 3 🙃🙃🙃🙃🙃🙃🙃🙃🙃
Dây tạm ổn, giao trước thời gian dự kiến 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",0.0
Giao hàng khá lâu. Mở ra thì bị sứt ra 1 bên tai nghe. Nhưng vẫn nghe tạm đc. Mong shop khắc phục lỗi nay,0.0
"Tai nghe ok, bass ok, pin trâu, nhưng  đóng gói sơ sài, k có chống sốc, hàng về hộp móp méo, tai nghe bị trầy, hộp k đóng nắp dc. Sửa mãi mới dc",-1.0
"Đeo vào rất đau tai, âm thanh nghe cũng ổn nói chung tiền nao của đấy abcdefgh ijklmn opqrs",0.0
"Tiền nào của nấy
Đồng hồ xước nhiều dây đeo cũ",-2.0
"Dây hơi dài, mặt bị trầy nhẹ nhìn có vẻ chắc chắn nhưng cũng tạm ổn",-1.0
"Khá nhựa, ọp ẹp, màn xước khá nhiều, gói hàng cũng cho có lệ, thời gian chuẩn bị hàng lâu, LED chỉ hiển thị khi bấm nút khá bất tiện. HDSD cũng ko liên quan lắm tới sp này. Deal sốc nên đánh giá trung bình 3sao.",-2.0
"Điều khiển trung quốc , hành phất",-2.0
Loa nghe bình thường. Giá đó thì k mong đợi hơn đc,1.0
"Giao hàng nhanh
Mô tả sản phẩm thì ghi có khắc tên trên dây da nhưng mình đã ghi chú và nhắn tin cho shop để khắc tên, shop ok nhưng đến khi nhận hàng thì lại không khắc. Thất vọng",-2.0
Chọn mua máy trắng nhưng gửi máy đen. Không được hài lòng.,-2.0
"hàng tốt, sale được giá 1k nên cũng ổn",2.0
Không ưng cho lắm,-2.0
"Dây 1 dây to 
1 dây bé hơn 
Đeo ko mềm lắm
Nhg mức giá này tạm được",-1.0
Đồng hồ nè chỉ mua về cho trẻ con chơi đc thui chứ ng lớn đeo thì dây chưa đeo đã tuột . Chạm nhẹ cũng rơi,-2.0
"Gói hàng cẩn thận rất đẹp và chắc chắn ,giao hàng nhanh,rất ưng í ạ,tuy nhiên đồng hồ bị một vài vết xước nhỏ",1.0
Hàng tốt chất lượng nhưng k có vòng tặng kèm như trên ảnh,1.0
Chất lượng sản phẩm tạm được giao hàng khá là nhanh .........,1.0
"Sau 5 ngày sử dụng mình xin được đánh giá lại:
1- kết nối khá nhanh.
2- có thể nghe 1 tai và 1 tai sạc thoải mái giúp nghe đc nhiều thời gian hơn.
3- cảm nhận cá nhân nghe khá nhỏ mình nghe mức 70-80%
4- sạc đầy tai màu trắng, pin yếu màu đỏ như ảnh.",1.0
"Hàng không đúng với mẫu đặt
Nút bấn thì hơi cứng",-2.0
Chất lượng o.k với tầm tiền,2.0
Sản phẩm giống quảng cáo. Nói chung vừa ý,2.0
"Đồng hồ trẻ em nhưng dây dài ng lớn đeo dc
Trẻ em thì ko đeo d. Đâu mn ạ",1.0
"to như cái vồ đập đất, mặt đồng hồ tối nhìn không ró giờ.",-2.0
Dùng được mấy hôm rồi hỏng vì rẻ mà,-2.0
Không giống với hàng đặt,-2.0
Đồng hồ ổn. Pin sạc dùng được trong khoảng 2 ngày. Nhưng loa thì rất tệ. Mặc dù shop đã rất nhiệt tình hỗ trợ đổi một loa mới nhưng chất lượng cũng ko khác mấy. Với tầm giá này thì ko mong chờ loa xịn như loại 1-2tr được. Nên ai mua thì đừng nên quá mong chờ chất lượng loa.,1.0
"Gói hàng cẩu thả, giao hàng nhanh , uhm chưa dùng dài lâu nên không biêt đánh giá sao",-2.0
"Loa lỗi, ngắt kết nối bluetooth liên tục
Giao hàng nhanh
Dùng đc lúc chán 
Cho bọn trẻ con nó chơi",-2.0
Nói thật với mọi người là không nên mua. Đặt màu trắng mà về màu hồng. Đã thế còn ko chỉnh giờ được. Mất tiền mà về ko dùng được. Chán thật sự luôn🧐,-2.0
Trong cung thanh pho ma giao hang qua lau!,0.0
Tạm chấp nhận. Kim giây chạy được vài trục phút lại dừng. Nếu chỉnh đc shop hướng dẫn. Ok,1.0
"sản phẩm gia công, nút bấm cứng, chất lượng tương ứng với số tiền..",1.0
Đặt đen giao xanh,-2.0
"Lần thứ 2 đặt hàng, hàng rất ổn, hợp lý so với giá tiền. Giao hàng nhanh. 
Điểm trừ đóng gói lỏng lẻo, đồ bên trong đồng hồ bung ra hết, ko 1 cái k đúng vị trí, kể cả đồng hồ cũng bay luôn khỏi cái kệ. Kiểu như vứt 1 đống vào hộp r đóng lại. ",1.0
"Loa bật to rè
Dùng đc 2h là hết pin
Nói chung tiền nào của nấy",-2.0
"Hàng đóng gói cẩn thận, nhưng nhắn tin nhờ hỗ trợ bảo hành không thấy ai trả lời",-1.0
"Máy ko còn nguyên seal vì đã bị bóc trước đó, âm thanh nghe hơi rè, bass vẫn có, không được như quảng cáo",-1.0
Sản phẩm ko chống nước,-2.0
Ko có hướng dẫn sử dụng bằng tiếng việt khó dùng nhân viên ko nhiệt tình hướng dẫn lắm. Mình hiện tại vẫn chưa biết dùng,-2.0
Loa hơi dè ko pt bền hay ko tạm ổn,1.0
"Chất lượng tốt.Tuy nhiên, cập nhật tình hình trên hệ thống không đúng với tiến trình giao hàng. Liên hệ với nhân viên CSKH của hãng thì có trả lời nhưng giải quyết quá lâu từ ngày 29/09 đến 09/10 còn chưa xong. Làm tốn thời gian của cả hai bên. :)",1.0
"Mặt đồng hồ xước như hàng cũ, được cái đeo thoải mái. Hàng flash nhưng bán kiểu này hơi buồn",-1.0
:(( tai nghe chỉ nghe đc 1 bên thôi ạ,-2.0
Sản phẩm ok real nhma nhiều lúc 1 bên tai k nghe đcccccccccccc,0.0
Một đứa nghiện nhạc bass dày như mình thì loa này không phù hợp. Bật max volume bị rè vì bass làm rung giọng của ca sĩ chứ không phải loa lỗi hay hỏng. Tức là bass và vocal chưa tách biệt. Loa nghe không được to lắm. Max volume chỉ đủ quẩy trong phòng 20m2. Ngồi cafe vỉa hè không nghe thấy gì mất :),-2.0
"Mua lần thứ hai của shop, lần 1 tai nghe tốt ,mua lại lần 2 thì một bên to một bên nhỏ",0.0
Thời gian giao hàng nhanh. Quảng cáo là máy có vân tay nhưng thực tế thì không. Chụp ảnh không được tốt lắm. Dù sao với giá tiền như vậy thì cũng không thể đòi hỏi được nhiều.,-2.0
Đồng hồ 2 nút bấm chỉ dc 1 nút !! Chỉ đeo cho đẹp,-2.0
"Chất lượng loa khá ổn.
Lúc sạc không có đèn báo.
Không có nút điều chỉnh âm lượng của loa.",-1.0
"sản phẩm thì có chút xíu lỗi mà vẫn chấp nhận đc..  còn về cách trả lời câu hỏi của khách thì ko thân thiện lắm ... đơn hàng này mặc dù đã hủy nhưng vẫn đc giao??  vì khi hỏi shop có dùng đc cho máy reetech ko thì nhận lại 1 chữ "" không"" nên bấm hủy mà vẫn giao..  ok giao thì nhận thôi ",-1.0
"Giao hàng siêu siêu chậm, 12/12 đặt hàng 21/12 mới nhận mà giao từ HN về dưới Hải Phòng chịu uôn
Dây thì cứng",-2.0
Thôi để từ t nói chuyện được đi chơi vui thôi mà em đi ngủ rồi á chị em đi làm không không biết là có thể gửi cho em biết anh chưa có cccd cho em xem cái này là đc k có ai là người ta không không có đi đâu đấy có đi làm rồi á chị em đi ngủ đi cho khỏe mai đi học rồi à ok ok cám ơn,0.0
Hong biết sao tháo ra nó rớt cái kính ngoài xuống luôn,-2.0
K biết tại sao rõ là full seal mà mình bóc ra lại k có cái miếng đệm tai nghe để thay :( hơi rầu một chút :( mới dùng tai nghe chưa nx thêm,-2.0
Đăt 1 loại giao 1 loại khác,-2.0
"Loa nhẹ, cảm giác k chắc chắn, nút vặn lỏng lẻo. Led ok, âm thanh bình thường ở phân khúc.
Kết: sản phẩm tạm ổn. ",1.0
"Sản phẩm chất lượng tuyệt vời 
Đóng gói sản phẩm rất đẹp 
Hàng chuẩn bị muộn",1.0
Đóng gói cẩn thận  . Hàng giống hình . Máy nhỏ gọn k chụp hình nên dùng ảnh này .,2.0
Đm về 1 cái bj hỏng 1 cái đell chỉnh đc hkh(& ghjjjjkh7pu8y L4oiyxtp460rLittle,-2.0
"Thật sự hơi thất vọng vì đóng gói rất là cẩu thả! Ko hề chắc chắn, loa cũng trầy xước nhiều. ",-2.0
"Chất lượng tạm ổn trong tầm giá
Jsjshsuhsshshshsgsgsgsgsg",1.0
"Tạm được . Màn hình trầy nhiều, dây không đẹp lắm............",1.0
"Hàng thì khá oke( ib shop báo 5w thực chất 3w thôi,ít tiền nên kệ hoàn mất thời gian)",1.0
Sản phẩm tam đc  lúc nhận hàng thì nó bị hỏng 1nut chỉnh giờ . Phải tháo ra mới đc,1.0
Đồng hồ không chỉnh đc sang chữ h ạ,-2.0
"Đặt màu xanh dương nhưng shop giao màu bạc, cái màu tôi ghét nhất. Thiếu 1 dây cáp sạc",-2.0
Chất lượng chán 🤣 mà giá vậy thì thôi không đòi hỏi nhiều :(())))))()()()()(()))))())())))((()))))())()()))))))))))),-2.0
"Kh điều chỉnh đc giờ , giá 17k thì thế thoyyy ạ !",-2.0
Loa mở to siêu rè :((((,-2.0
Máy bé tí ti. Hàng dễ vỡ mà gói cái bịch thấy chán. Shoppe mall mà ko có nổi cái hộp giấy 😌,-2.0
bbjnmj,0.0
nói chung là ổn,1.0
"Đh hết pin mng ơi, 😢",-2.0
"đeo tầm 30p cảm giác đau tai hơn nhiều so với cái airpod2 cũ của mình, đeo lâu hơn còn bị nhức đầu :(
mua sale 7/7 dc giảm các kiểu còn có 4tr4",-2.0
Bị trầy nhiều quá,-2.0
"Âm thanh ổn, đóng gói cẩn thận, tuy nhiên trên loa có những vết bẩn ko tẩy được, hơi mất thẩm mỹ.",1.0
Sản phẩm không đc ôm tai lắm . Âm nốt cao bị rè bên tai phải,-2.0
"Loa khá rè,bận nhỏ nhưng vẫn rè. Với tầm giá thì tạm chấp nhận được",0.0
"Dây cứng quá, dây đen cũ mềm thôi rồi. Còn dây này cứng quá, ko biết có bền ko nữa.",-2.0
"Ok, nhug ko có hđ để bảo hành",0.0
Hàng khá đẹp âm thanh to và hay trong tầm giá.NHƯNG 1 LOA BỊ NỨT CẠNH BÊN nên không hài lòng lắm,-1.0
"Âm lượng nhỏ quá shop à, chủ yếu là để xem đồng hồ thôi",-2.0
"Điện thoại mẫu mã đẹp, tuy nhiên cái của mình cứ bị báo lỗi trong nhật ký ứng dụng hoài",0.0
Thật sự ko hài lòng về sản phẩm lắm.,-2.0
"Mặt đồng hồ xước, khuy cài cứng, shop kh có hướng dẫn chỉnh giờ. Nói chung hơi thất vọng.",-1.0
"Sản phẩm nguyên seal, nhưng không có tem phân phối. Chưa nhận được hoá đơn dù hàng nhận được từ 15/12.",-1.0
"Đóng gói ổn , tai bên phải to hơn bên trái.............👌🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻.",0.0
Màu nhìn không giống như hình nhìn bên ngoài nhìn nó đậm hơn á nên cũng được,1.0
"Tai nghe rè
Dây k khác gì xo với dây rẻ tiền
Tạm dc",1.0
Sản phẩm ok mà có cái bị trầy mặt đồng hồ,0.0
"Loa hiển thị khá tốt, shop chuẩn bị hàng hơi lâu, hy vọng đủ độ bền. Xài được 1 ngày chỉ để làm đồng hồ LED thì pin tụt quần, quay lại đánh giá, quá nản.",-1.0
"Khá là khó chỉnh ,hơi xước và khó đeo(lắp ngược hay sao ý ạ)",-2.0
"Chat với cskh nhưng k có ai trả lời ngoài tổng đài tự động, bảo sao phần trăm phản hồi kh trên shop cao thế. Cảm giác có khung chat để cho có, chứ không phải cskh.
Sau khi nhấn hoàn thành đơn hàng thì 1 ngày sau nhận được hđ.",-2.0
Đồng hồ oke nma có mấy bết ố vàng không tẩy được trên sp,0.0
"Điện thoại giao hàng chậm lắm luôn,dịch vụ chăm sóc khách hàng tệ =))
Nhưng nhiều lúc lại nhiệt tình :)?
Điện thoại trước mắt thì khom có vấn đề gì hết còn về sau mong cũng khom có vấn đề gì :"")",-2.0
Nhanh hết bin,-2.0
Giao hàng lâu wa với hộp móp méo tùm lum nhưng hàg vẫn xài đc vote 3 ☆,-1.0
"Đồng hồ xinh , bị xước mặt nhưng vì là lỗi không đáng kể nên kệ hi ^^",1.0
"Hàng chất lượng ạ. Nhưng mà không kèm theo dụng cụ để thu giãn dây đeo, với lại hông có phản quang như shop để ở hình. Giận :)",1.0
"Giao hàng hơi lâu nên xho shop 4sao
Loa thì nghe khá to
Chất lượng tốt
",2.0
Cung Ok day,2.0
"Sản phẩm tốt nhưng k thấy hoá đơn, shop có thể liên hệ mình gửi hoá đơn dc k ?",1.0
"Nghe cũng ổn mà giao hơi chậm, mình đặt từ m1 mà hôm qua mới nhận được",1.0
"Dùng được, phím bấm chưa được chắc chắn",0.0
Giao hàng không đúng màu nhưng dù sao thì hàng vẫn đẹp và tạm chấp nhận,1.0
"Sản phẩm hơi bé so với mình tưởng tượng nhưng ok lắm, nghe ổn thôi có vẻ hơi rè, nhưng giá này với chất lượng thì tốt rồi",1.0
Cũng được đeo chơi chơi vv thôi,1.0
Tai nghe giao hàng nhanh.  Chất lượng thì đánh giá chỉ ở mức độ thấp.  Vì không hề có Bass.  Nghe rất chói tai.  Nhìn chung mình chỉ mua về phục vụ đi đường dài nên đánh giá ổn.,1.0
"Cũng tạm đc, ko giống review lắm, hộp nhìn hơi phèn xíu nhưng vẫn ok",1.0
1 dây màu đỏ bị mất cục chốt nên ko xài dc.,-2.0
"Đóng gói cẩn thận, giao hàng nhanh, máy mới 100%, thiết kế đẹp",2.0
Ổn,1.0
"Trừ 1 sao vì không có ốp. Mình nghĩ một chiếc ốp trong không hề đắt và với số tiền gần 3 triệu thì tặng thêm 1 chiếc ốp vài nghìn chẳng có gì quá đáng cả. Máy cầm đầm tay, chắc chắn, mới dùng thì thấy vẫn ổn.",1.0
mới mở hàng thì ra thì đã thấy bể một miếng nhựa trên loa sản phẩm nhỏ bằng một gang tay nghe âm cũng ổn,0.0
"Mình nhận loa thì kiểm tra bị bể 1 phần nhỏ, nhưng không sao, nghe nhạc chất lắm",1.0
Dndbdjjcdjdbdbbdbdhdxhjdjdjsjsndjxhdhdhdbdbdbdbdbd,0.0
Đã nhận được hàng và thanh toán tiền tuy nhiên không được xem hàng trước khi nhận nên không có niềm tin mua tiếp sản phẩm khác trên shopee,0.0
Nhìn cơ bản cũng ổn nhưng chuea dùng nên k biết có dc k và có bền k,2.0
Loa khá ổn. Hơp giá tiền âm lượng vừa đủ nghe không gian phòng,2.0
oke,2.0
"Hàng về nhanh hơn 1 tuần so vs dự kiến. Chất lượng sp thì ko như mình mong đợi lắm, song mình nghĩ vs tầm tiền này thì tạm chấp nhận dc",1.0
"tai nghe ok, pin hơi yếu nhưng với mình cũng đủ dùng.
mình mua từ 8.8 mà giờ vẫn chưa có hóa đơn điện tử:((",1.0
Chơi game tốt nhìn có vẻ như hàng cũ,0.0
"Giao hơi lâu với cả đóng gói không kĩ
Hàng tạm ổn thôi =))))))))",1.0
Ko có tặng tay nge,-2.0
"Hàng chính hãng, NSX cách thời điểm mua 2 tháng theo như box in. Check BH trên apple thì bị trôi BH 1 tháng. Nhưng nhà bán hàng cũng xác nhận BH bằng hoá đơn shopee nên việc trôi BH ko đáng kể.",1.0
"Dịch nên giao hơi chậm, gói hàng bảo đảm...nói chung tốt.",2.0
Giao hàng cẩn thận. Giao hàng nhanh. Giao đúng dây đã chọn. Dây ko phải dây rin hãng nên hơi cứng còn lại ok,2.0
Giao hàng nhanh và chuẩn sp mới tính. Nhưng mua trên này không dc khuyên mãi ốp lưng và cường lực,1.0
Dùng thử thấy ok kbt có bền k nhưng nắp đậy đằng sau khó đóng khít vào dễ bong,0.0
"Sản phẩm cx oke, giao hàng thì nhanh, minh ở ht mà giao 1 2 ngày j đó vs giá mua đó thì cx oke chứ sao mặt đôngg hồ vừa lấy đã bị nhèo rồi, ns chung tiền nào của nấy mn mua đeo.chơi chơi cho vui thì oke đó, ơ sao mặt đồng hồ bị xước",0.0
Không mềm như dây chính hãng xiaomi. Nhưng chất lượng ổn so với giá tiền,1.0
"Hàng dùng tạm ổn, chưa biết độ bền được bao lâu. Tốt thì sẽ ủng hộ tiếp cho shop!",2.0
Giao hàng quá thời gian quy định,0.0
Vừa mở ra đã xước hết mặt đồng hồ,-2.0
"Hàng ok lắm nha , đẹp , như mẫu (hình ảnh và video mang tích chất nhận xu)",2.0
Giao đúng sản phẩm. Đóng gói cẩn thận. Dùng 1 tg thấy thỉnh thoảng hơi chậm xíu. Tiền nào của ý. Cũng tạm.,1.0
